id,doc_pos,text_para,doc_key,n_chars_para,doc_type,para_type,lang,digital_zeroshot
1649585,13,"Over the last two decades, gross inland energy consumption in the EU28, which stood at 1 670 million tonnes of oil equivalent (Mtoe) in 1990, rose to a peak of 1 830 Mtoe in 2006 and then decreased to 1 680 Mtoe in 2012. Between 2006 and 2012, gross inland energy consumption in the EU28 has fallen by 8%. The energy dependence rate, which shows the extent to which a country is dependent on energy imports, was 53% in the EU28 in 2012. The domestic production of primary energy was 794 Mtoe in the EU28 in 2012. Nuclear energy (29%), accounted for the largest share, followed by renewables (22%), solid fuels (21%), gas (17%) and oil (10%).",detail/en/mex_14_0217,641,news,paragraph,en,0.00356497289612889
1574730,11,"Science states clearly that such closures can have benefits for the stock, which cannot be achieved by a TAC alone. Scientists mention as an example for additional benefits that a closure may allow cod to spawn without being disturbed and that this can lead to producing more young cod. Eastern Baltic cod is in a very poor condition, below the limit level. The Baltic Sea Multiannual Plan enables taking exceptional measures to remedy critical situations as quickly as possible.",detail/en/qanda_23_4288,479,qa,paragraph,en,0.00126873655244708
1641535,7,"The European Commission has informed ten manufactures of electrolytic capacitors that it suspects them of having participated in a cartel, in breach of EU antitrust rules. The sending of a statement of objections does not prejudge the outcome of the investigation. The Commission has concerns that, at least from 1997 to 2014, ten manufacturers of electrolytic capacitors met in a range of bilateral, trilateral and multilateral meetings to discuss future market trends, prices and specific customer information. A full press release is available in EN, FR and DE. (For more information: Ricardo Cardoso – Tel.: +32 229 80100; Yizhou Ren – Tel.: +32 229 94889)",detail/en/mex_15_6004,660,news,paragraph,en,0.01976911723613739
1259891,11,Social partners' agreement on telework,detail/en/ip_08_1073,38,press,paragraph,en,0.11247789114713667
20570,14,"The Belfast / Good Friday Agreement has provided a sustainable basis for peace in Northern Ireland for the past 25 years. It took great political courage from all sides to make it happen. We all have a duty to protect it, and the gains it has brought about.",detail/en/speech_23_4431,257,speech,paragraph,en,6.012902013026178e-4
892036,7,"They cover all aspects of infrastructure management, the Member State's financial obligations, efficiency requirements for the infrastructure manager, reporting obligations, and rules for dealing with emergency situations and major disruptions to operations. They also include remedial measures to follow if either party is in breach of its contractual obligations, or in exceptional circumstances, if the availability of public funding is affected. The agreements set out a five-year financing framework for the building, upgrade and maintenance of rail infrastructure, which makes public funding predictable.",detail/en/ip_23_593,610,press,paragraph,en,0.01539458241313695
463404,19,"As our investigation also showed, the two companies proposing to merge do not themselves view OTC products as a competitive threat for the types of derivatives they trade. On the contrary, we found evidence that they regard only each other as true competitors.",detail/en/speech_12_52,260,speech,paragraph,en,0.12399443238973618
1001742,5,"Verified emissions of greenhouse gases from stationary installations amounted to 1,812 million tonnes of CO2-equivalent in 2014. These emissions were about 4.5% below the 2013 level[1].",detail/en/ip_15_4987,185,press,paragraph,en,0.01252489257603883
1804121,3,EU proposes €105 million in humanitarian assistance for Africa's Lake Chad region,detail/en/mex_17_345,81,news,subheader,en,0.00583940930664539
871364,38,"Three times? Well, yes, of course, you remember two world wars, but you forget about Napoleon, who tried to unite Europe in a way unacceptable to most of us. He was defeated, finally, at Waterloo, close to where I now live. The anniversary fell yesterday, June 18th. Wellington led on that day in 1815 an army of alliance - British, Belgians, Dutch, Brunswickers, Hanoverians, and ( in the nick of time) Prussians. He had developed his alliance-forming skills in that most difficult of theatres, the Iberian peninsula. Britain can no longer change the world, standing alone, as you did then. Through Europe, this grandest of grand alliances, you can.",detail/en/speech_97_139,650,speech,paragraph,en,0.02474085427820682
1096053,16,"The Taskforce for Greece, set up in mid-2011, is helping to strengthen the capacity of Greek authorities to accelerate implementation of Structural Funds investments on the ground.",detail/en/ip_12_1117,180,press,paragraph,en,0.00122999434825032
231422,15,"By comparison, in the US, that percentage is only 10 to 20%. Even so, around ten Member States registered a notable increase in income inequality between 2012 and 2015.",detail/en/speech_17_5834,168,speech,paragraph,en,0.06792982667684555
218718,33,"Again, the next multi-annual budget for the EU needs to provide the necessary resources for research and innovation.",detail/en/speech_18_3382,116,speech,paragraph,en,0.11442572623491289
624165,41,"At the same time, labour market reforms have provided for more flexibility. Germany has liberalised employment protection legislation for temporary contracts while making the organisation of work more accommodating for employees through flexible working hours and part time jobs. Moreover, there has been a considerable degree of wage moderation in Germany. Without a doubt the progressive decline in unit labour costs has helped restore the competitive edge that Germany lost during the unification boom.",detail/en/speech_07_74,505,speech,paragraph,en,0.08863605558872223
177653,8,"But this immediately raises another question. Supervisors represent the first point of contact for innovative companies that are trying to enter the market. So are they ready to accommodate this innovation, and tackle the risks that it brings? This is what we are here to discuss today.",detail/en/speech_19_7004,286,speech,paragraph,en,0.09695126116275787
1276382,7,For more information on the Conference:,detail/en/ip_07_1633,39,press,paragraph,en,0.02557286992669105
1569842,13,"The new Platform will provide a forum for experts to meet and exchange best practices, develop their knowledge of undeclared work and even engage in operational cooperation. Through this exchange, new tools both at national and EU level can be explored.",detail/en/statement_14_112,253,statement,paragraph,en,0.20460182428359985
20295,279,And they are investments in Europe's prosperity and security in a fast-changing world.,detail/en/speech_23_4426,86,speech,paragraph,en,0.11988779902458192
1638248,5,"The European Commission welcomes the agreement reached today by the Council on its negotiating position on a proposal to modernise the EU's trade defence instruments. “This is a major step in adapting our legislation to today's economic realities"", said Trade Commissioner Cecilia Malmström, adding that ""Europe needs to make sure that we have modern, state-of-the-art tools in place to deal with unfair trading practices when needed. The EU stands for free, rules-based trade and we must be able to address unfair subsidies and dumping with determination. The tireless efforts of the Slovak Presidency, and by Member States, have been instrumental in finding this compromise. I now hope that constructive trilogue negotiations between the Council, Parliament and Commission can start without delay.” The agreement builds on the proposal presented by the Commission in 2013 aiming at providing Europe's trade defence instruments with more transparency, faster procedures and more effective enforcement. In exceptional cases such as in the presence of distortions in the cost of raw materials, it will enable the EU to impose higher duties through the limited suspension of the so-called lesser duty rule. The October European Council asked for ""an urgent and balanced agreement on the comprehensive modernisation of all trade defence instruments by the end of 2016"", following the discussion of the Communication presented by the Commission ""Towards a robust trade policy for the EU in the interest of jobs and growth"". The Commission stands ready to facilitate the trilogue discussions with the European Parliament and the Council to agree and implement these changes. (For more information: Daniel Rosario – Tel.: + 32 229 56185; Axel Fougner - Tel.: +32 229 57276)",detail/en/mex_16_4369,1767,news,paragraph,en,0.06528718769550323
1905840,1,"non-discriminatory coverage of banks with systemic relevance to the Irish economy, regardless of origin",detail/en/ip_08_1497,103,press,list,en,0.00306021887809038
1229108,7,The Commission's investigation also found that the merged entity would have neither the ability nor the incentive to close off the market to competing coffee maker manufacturers.,detail/en/ip_09_1162,178,press,paragraph,en,0.04093243181705475
611062,44,"We propose a series of strategies on market access, protection of intellectual property rights, EU policy on China and a new generation of bilateral trade agreements to complement the EU's commitment to the WTO and to the successful conclusion of the Doha round.",detail/en/speech_07_383,262,speech,paragraph,en,0.02368167228996753
200462,17,Nothing will be imposed in Europe or outside. Let me say it again: our neighbours are our partners. We are confronted with the same challenges. We have to support each other and work together to our mutual benefit.,detail/en/speech_18_4493,214,speech,paragraph,en,0.08294408023357391
1438472,5,"Balli is a UK based global commodities trader, dealing in steel, steel raw materials, aluminium and other materials. The company is not physically involved in production, processing or distribution of these products.",detail/en/ip_01_1335,216,press,paragraph,en,0.00222079805098474
1424837,3,Excise duties: Commission welcomes Council adoption of new rules on tobacco taxation,detail/en/ip_02_233,84,press,paragraph,en,0.00122632167767733
1417720,15,- The following areas in Saarland:,detail/en/ip_02_694,34,press,paragraph,en,0.0140981450676918
641187,28,"The grubbing-up scheme was successful in reducing supply in the years prior to 1996. When its implementation was made more flexible, its success plummeted.",detail/en/speech_06_491,155,speech,paragraph,en,0.00600992329418659
1602945,15,"The line will connect the southern part of Petržalka with the Old Town of Bratislava. It will run from Bosákova Street to Janíkov dvor for roughly 3.8 km. The new tram line will complement the first section of the line, which is already up and running from Šafárik Square to Bosákova Street.",detail/en/mex_23_5682,291,news,paragraph,en,0.00213292124681174
1798730,3,"Eurogroup and ECOFIN meetings, 11 and 12 March 2019",detail/en/mex_19_1611,51,news,subheader,en,0.00565526401624083
1931248,3,Restoration of landscapes and development of recreational areas.,detail/en/ip_99_647,64,press,list,en,0.00112786958925426
1434517,3,"Byrne calls for a ""Constitution for Europe""",detail/en/ip_01_1585,43,press,paragraph,en,0.00186203594785183
1252684,10,"[2] See the European Regulators Group's Dublin Statement of 10 October on the progress of the European legislative framework for electronic communications, at http://www.erg.eu.int/doc/whatsnew/erg_08_52_i_erg_statement_regarding_fr_081013.pdf.",detail/en/ip_08_1661,244,press,paragraph,en,0.03793360292911529
663834,21,We offer to phase out all export refunds. We offer a 70 percent cut in trade-distorting domestic farm subsidies. And we will cut our average farm tariff from 23 to 12 percent.,detail/en/speech_05_782,175,speech,paragraph,en,0.03198960050940513
650801,37,"Above all, the 25 Member States have taken a key political decision, launching a ""second-generation"" Lisbon Strategy for growth and employment at the Spring European Council in 2005.",detail/en/speech_06_283,182,speech,paragraph,en,0.00305956252850592
164988,92,And it will coordinate policy initiatives – including on e-Health and cancer -- and the identified needs in Member States.,detail/en/speech_19_7272,122,speech,paragraph,en,0.6212489604949951
949068,2,"Today's plans are a deliverable under the AI strategy of April 2018, which aims at increasing public and private investments to at least €20 billion annually over the next decade, making more data available, fostering talent and ensuring trust.",detail/en/ip_19_1893,244,press,paragraph,en,0.03229206055402756
1231089,8,"Further reduce prices for mobile roaming calls . As of today, caps are €0.43 for calls made and €0.19 for calls received abroad, falling to €0.39 and €0.15 on 1 July 2010 and to €0.35 and €0.11 on 1 July 2011 (prices per minute, excl. VAT ). Until yesterday, the maximum price was €0.46 for calls made and €0.22 for calls received abroad. In summer 2005, before EU action, a roamed call in the EU could cost around €1.70 per minute for a German roaming in Austria, €1.47 for a Briton roaming in Italy and €2.50 for a Belgian calling from Cyprus ( MEMO/05/247 ).",detail/en/ip_09_1064,561,press,paragraph,en,0.33007222414016724
720862,11,"The basis for this success lies in the universally adopted GSM standard developed by ETSI, the European Telecommunications Standards Institute, with the support of the European Commission. This allowed for interoperability between networks, handsets and services. GSM's evolving nature also enabled GSM to answer to evolving market requirements increasingly focusing on data.",detail/en/speech_04_49,375,speech,paragraph,en,0.09743567556142808
664755,17,"The data also show the downside of our cities. In half the cities surveyed, unemployment exceeds 20%. In some neighbourhoods it is as high as 50 to 60 per cent. As recent events in a number of Member States have demonstrated, we need to do more to promote social inclusion in deprived urban neighbourhoods. I believe the EU has a useful role to play in this.",detail/en/speech_05_765,358,speech,paragraph,en,0.05485423654317856
1113890,2,Internal energy market: Poland called upon to comply with EU legislation,detail/en/ip_12_543,72,press,paragraph,en,8.070964831858873e-4
1317894,11,Fostering entrepreneurship in higher education,detail/en/ip_06_148,46,press,paragraph,en,0.01570017449557781
1936864,3,"Suspends the provisions that prevent Polish judges from directly applying EU law protecting judicial independence, and from making referrals for preliminary rulings on such questions.",detail/en/statement_21_1549,183,statement,list,en,0.08433065563440323
1993303,1,Opening Remarks by Executive Vice-President Dombrovskis at Stakeholder Session ahead of the Third EU-U.S. Trade and Technology Council,detail/en/speech_22_8291,134,speech,title,en,0.01371754147112369
816626,18,"The Internal Market and the opportunities it creates has taken on a new dimension thanks to the vast changes in Information and Communications Technology. E-commerce presents new challenges for law-makers and law enforcers if this new marketplace is to realise its full potential. For businesses too, which need in particular to build confidence among consumers. Confidence has been an important theme running through all parts of this Forum.",detail/en/speech_00_472,442,speech,paragraph,en,0.5631482601165771
1323062,10,"But in order to realise the potential gains from globalisation, production structures need to shift into new areas of comparative advantage. At the moment the EU is particularly strong in a range of medium-high technology sectors, most notably cars, pharmaceuticals and specialised machines. Looking to the future, policy makers should bear in mind that China's comparative advantage is likely to remain in labour intensive products for many years and that the EU has a relatively high share of its exports in these product groupings. Given these twin developments, it will be crucial for the EU not only to consolidate its position in the medium-high technology sectors but that it also steadily acts to address its weaknesses in a range of high technology market segments, most notably ICT (i.e. information and communication technologies).",detail/en/ip_05_1461,842,press,paragraph,en,0.4427158534526825
581551,44,"Chairman, this is it for the moment. I hope I have some time to react to your contributions and remarks.",detail/en/speech_08_231,104,speech,paragraph,en,0.03587870672345161
347629,16,But it became obvious that the fight against such crimes cannot be done by any single country or union. This is when I realised that there were others who were willing and able to carry out change. And who knew that we had to act together.,detail/en/speech_14_643,239,speech,paragraph,en,0.08401625603437424
985652,3,"Elżbieta Bieńkowska, EU Commissioner for Internal Market, Industry, Entrepreneurship and SMEs, said: ""This EFSI-backed COSME deal demonstrates once again that the EU actively supports small businesses, the biggest job creators in the Czech Republic and across the EU. Thanks to this agreement, more than 250 small companies in the Czech Republic will gain access to the finance they need to grow their businesses, which is great news.""",detail/en/ip_16_5728,435,press,paragraph,en,0.00142434542067348
1378086,8,"The vertical integration to which the concentration will lead does not raise competitive concerns. The strong position of BASF on the upstream market on additives is not altered with the integration into a relatively small customer. In view of the competitive market situation on the downstream market for premix, concerns can be excluded for that market, too.",detail/en/ip_03_1134,360,press,paragraph,en,0.05619446560740471
977670,10,"As these new forms of employment can blur the distinction between employers and workers, new challenges arise for the role social partners and social dialogue can play in addressing today's labour market challenges. This ESDE review identifies the ways in which social partners can respond effectively to these challenges, by representing these new types of workers and employers and by working with public authorities. For example, in several Member States new forms of digital companies such as Uber and their affiliated workers are increasingly included as social partners members.",detail/en/ip_16_4429,584,press,paragraph,en,0.05006030574440956
435958,18,"The instrument that I intend to propose is necessary to accelerate progress towards a balanced representation of women and men in the highest bodies of economic decision-making. And this is not only a matter of gender equality. There is also a solid business case for equal representation of women and men on company boards. EU legal action in this area will have significant micro- and macro-economic benefits. It will help to boost growth and jobs in Europe. A large - and ever increasing - number of studies show the link between more women in senior jobs and companies' better financial performance. These are findings from studies by companies such as Deutsche Bank, McKinsey, Earnest and Young and Crédit Suisse.",detail/en/speech_12_678,718,speech,paragraph,en,0.00826613418757915
1395748,29,"The Dangerous Substances Directive(1) is one of the earliest pieces of EU environmental legislation. It creates a framework for dealing with water pollution caused by an extensive list of dangerous substances. Under this framework, Member States are required to adopt pollution-reduction programmes that involve binding water quality objectives and a system of authorisations for discharges. The Commission has taken a number of Member States to the European Court of Justice for non-compliance with the Directive, and the Court has confirmed the need for pollution-reduction programmes to be specific, comprehensive and co-ordinated.",detail/en/ip_03_84,634,press,paragraph,en,0.01215479336678981
1451602,5,"On 12 July 2000, the Commission proposed a directive for a new regulatory framework for electronic communications services and networks aiming, amongst others, at ensuring consistency between sector-specific rules and the EC Treaty competition rules. This objective is pursued by Article 13 of the proposed framework Directive which provides a new definition of undertakings with ""significant market power"" (SMP) based on the concept of ""dominant position"" of Article 82 of the EC Treaty. Article 14 of the above mentioned Directive also provides that the Commission will adopt Guidelines on market definition and the calculation of Significant Market Power to provide guidance to the national regulatory authorities in the application of the concept of SMP.",detail/en/ip_01_456,758,press,paragraph,en,0.06771598756313324
215772,27,"It promotes their voice and choice in all domains – physical and mental, socio-economic, and political life – and a real shift in mind sets.",detail/en/speech_18_3449,140,speech,paragraph,en,0.01756884902715683
1917675,9,Malignant lesions such as melanoma and skin cancer;,detail/en/ip_03_1033,51,press,list,en,0.00121074286289513
2110234,1,Joint Statement by High Representative/Vice-President Josep Borrell and Neighbourhood and Enlargement Commissioner Olivér Várhelyi on the early parliamentary elections in North Macedonia,detail/en/statement_20_2835,186,statement,title,en,0.00133052049204707
1810518,21,Commission urges MALTA to correctly transpose the Deposit Guarantee Schemes Directive,detail/en/inf_23_2707,85,infringement,subheader,en,0.00186388788279145
624978,30,"Fourthly, some rules and practices may harm competition at retailer level. For example, 'blending' of card fees – when a retailer is charged the same merchant fee irrespective of the different costs of card types. The ban on surcharging prevents retailers from reflecting different levels of card fees in their final prices.",detail/en/speech_07_50,324,speech,paragraph,en,0.00224617565982043
665379,6,Conference 20th Anniversary of the New Approach,detail/en/speech_05_748,47,speech,paragraph,en,0.01554115861654281
769083,44,"We have put forward suitable proposals for achieving those objectives. For instance, those set out in the Commission communication on illegal immigration, which formed the basis for the Council's Action Plan.",detail/en/speech_02_278,208,speech,paragraph,en,7.034649606794119e-4
313415,22,Let's go briefly through each layer.,detail/en/speech_15_7545,36,speech,paragraph,en,0.08820516616106033
480194,6,"Florence, 16 September, 2011",detail/en/speech_11_581,28,speech,paragraph,en,0.1275099217891693
1797455,1,"EU@UNGA 74: Working towards a more peaceful, secure and prosperous world",detail/en/mex_19_5709,72,news,subheader,en,0.00831417832523584
942977,1,"Today, the Commission publishes recommendations by a group of experts, the Strategic Forum on Important Projects of Common European Interest, to boost Europe's competitiveness and global leadership in six strategic and future-oriented industrial sectors: Connected, clean and autonomous vehicles; Hydrogen technologies and systems; Smart health; Industrial Internet of Things; Low-carbon industry; and Cybersecurity.",detail/en/ip_19_6204,416,press,paragraph,en,0.2449241727590561
53535,62,So lots more discussion will be required.,detail/en/speech_22_6684,41,speech,paragraph,en,0.14359287917613983
1309392,17,1. European Common Aviation Area,detail/en/ip_06_810,32,press,paragraph,en,0.0054127830080688
1767966,1,"European Commission launches ""EU Mini-chefs,"" a website for children on healthy cooking",detail/en/ip_07_669,87,press,subheader,en,0.0092387543991208
